2.8,3.1
1.9,3
1,3
0.1,2.9
-0.7,2.8
-1.3,2.6
-1.8,2.5
-2,2.4
-2,2.4
-1.9,2.4
-1.6,2.5
-1.2,2.7
-0.8,2.9
-0.4,3.2
0.1,3.4
0.4,3.5
0.6,3.6
0.8,3.5
0.8,3.3
0.7,3
0.5,2.7
0.4,2.3
0.1,1.9
-0.3,1.4
-0.8,0.9
-1.3,0.4
-1.9,-0.1
-2.4,-0.4
-2.7,-0.7
-2.8,-0.8
-2.8,-0.8
-2.6,-0.7
-2.2,-0.6
-1.7,-0.5
-1.2,-0.3
-0.7,-0.1
-0.2,0
0.2,0.2
0.6,0.4
1,0.5
1.2,0.6
1.4,0.6
1.5,0.6
1.4,0.5
1.3,0.3
1.2,0.2
1,0.2
0.7,0.2
0.4,0.2
0,0.3
-0.3,0.4
-0.6,0.6
-1,0.8
-1.3,0.9
-1.6,1
-2,1.1
-2.4,1.1
-2.9,1.1
-3.5,1
-4.2,0.9
-5,0.7
-5.8,0.4
-6.6,0.2
-7.4,0
-8.1,-0.2
-8.7,-0.4
-9.3,-0.6
-9.7,-0.9
-10.1,-1.3
-10.3,-1.8
-10.4,-2.4
-10.4,-3
-10.3,-3.7
-9.9,-4.4
-9.4,-5.1
-8.8,-5.8
-8.2,-6.5
-7.4,-7
-6.7,-7.4
-6,-7.6
-5.3,-7.7
-4.8,-7.5
-4.3,-7.1
-3.9,-6.6
-3.5,-5.8
-3.2,-4.9
-2.9,-3.9
-2.7,-2.7
-2.4,-1.6
-2.2,-0.3
-2.1,0.9
-1.9,2.1
-1.7,3.2
-1.5,4.1
-1.3,4.9
-0.9,5.4
-0.5,5.7
-0.1,5.9
0.4,5.9
0.9,5.7
1.4,5.4
1.7,4.9
1.9,4.2
1.9,3.3
1.8,2.2
1.5,1.1
1,-0.2
0.5,-1.5
-0.2,-2.8
-1,-4.1
-1.9,-5.3
-2.8,-6.4
-3.9,-7.3
-5,-8.1
-6.1,-8.7
-7.2,-9.1
-8.1,-9.4
-8.9,-9.3
-9.3,-9.1
-9.4,-8.6
-9.1,-7.9
-8.6,-7.2
-8,-6.4
-7.2,-5.6
-6.2,-4.8
-5,-4
-3.4,-3.2
-1.3,-2.3
1.5,-1.3
4.9,-0.4
9.1,0.6
14.1,1.6
19.8,2.5
26.3,3.3
33.4,4
41,4.6
49.2,5
57.7,5.3
66.4,5.3
75.2,5.1
83.8,4.7
92.2,4
100.2,3.1
107.7,2.1
114.6,1
120.8,-0.1
126.1,-1.1
130.6,-2
134.3,-2.6
137,-2.9
138.9,-2.8
140,-2.5
140.3,-1.8
139.9,-0.9
138.9,0.3
137.4,1.8
135.5,3.5
133.3,5.4
130.8,7.4
128,9.6
124.9,11.9
121.4,14.2
117.6,16.6
113.3,19.1
108.6,21.5
103.6,24
98.2,26.6
92.5,29.1
86.6,31.6
80.5,34
74.2,36.2
67.6,38.3
60.9,40
53.9,41.5
46.7,42.6
39.1,43.4
31.4,43.8
23.6,43.8
15.7,43.6
7.8,43
-0.1,42.2
-8,41.1
-15.8,39.9
-23.5,38.5
-31,37.2
-38.5,35.8
-45.9,34.5
-53.2,33.3
-60.5,32.1
-67.8,30.8
-75.1,29.6
-82.5,28.2
-89.9,26.8
-97.2,25.3
-104.4,23.7
-111.4,22
-118.2,20.3
-124.8,18.6
-131.1,16.8
-137.1,15
-142.7,13.2
-147.9,11.3
-152.7,9.5
-157.1,7.7
-161,5.8
-164.4,3.9
-167.5,2
-170.1,0
-172.5,-2.1
-174.5,-4.4
-176.4,-6.8
-178,-9.4
-179.5,-12.2
-180.7,-15.1
-181.8,-18.1
-182.6,-21.2
-183.2,-24.1
-183.5,-26.8
-183.5,-29.4
-183.3,-31.8
-182.8,-34
-182.1,-36
-181.2,-38
-180.1,-39.9
-178.7,-41.7
-177.1,-43.4
-175.4,-45.1
-173.4,-46.6
-171.2,-48
-168.9,-49.4
-166.5,-50.8
-164.2,-52.1
-161.8,-53.5
-159.4,-55
-156.9,-56.4
-154.3,-57.8
-151.6,-59.1
-148.8,-60.3
-145.8,-61.3
-142.8,-62.2
-139.6,-63
-136.4,-63.7
-133.1,-64.3
-129.8,-64.9
-126.3,-65.4
-122.6,-65.7
-118.8,-66
-114.7,-66.1
-110.4,-65.9
-105.8,-65.6
-101.1,-65.1
-96.1,-64.4
-91,-63.7
-85.8,-62.9
-80.5,-61.9
-75.2,-60.9
-69.9,-59.8
-64.6,-58.6
-59.4,-57.4
-54.2,-56.1
-49.2,-54.7
-44.1,-53.3
-39.2,-51.7
-34.4,-50.1
-29.8,-48.5
-25.2,-46.8
-20.8,-45.1
-16.5,-43.3
-12.3,-41.6
-8.2,-39.8
-4.2,-38
-0.2,-36.3
3.8,-34.4
7.9,-32.6
12,-30.7
16.2,-28.8
20.3,-27
24.6,-25.2
28.8,-23.6
33.1,-22.1
37.4,-20.6
41.7,-19.4
45.9,-18.2
50.1,-17.1
54.2,-16.1
58.3,-15
62.2,-14
66.1,-12.9
70,-11.7
73.7,-10.4
77.4,-9
80.9,-7.5
84.3,-5.8
87.5,-4.2
90.5,-2.5
93.5,-0.7
96.3,1
99.1,2.7
101.9,4.4
104.5,6.1
107,7.6
109.4,9.2
111.6,10.7
113.6,12.2
115.4,13.7
117,15.3
118.3,16.8
119.5,18.4
120.4,19.9
121.1,21.4
121.6,22.9
122,24.4
122.2,25.7
122.3,27
122.3,28.1
122.2,29
122.1,29.8
122,30.4
121.8,30.8
121.6,31.1
121.3,31.4
121,31.6
120.7,31.7
120.3,31.8
119.9,31.9
119.3,32
118.5,32
117.6,32.1
116.6,32.1
115.6,32.2
114.6,32.3
113.6,32.5
112.8,32.9
112.2,33.3
111.6,33.8
111.2,34.5
110.7,35.1
110.3,35.8
109.9,36.3
109.4,36.8
108.9,37.1
108.3,37.4
107.5,37.5
106.6,37.7
105.6,37.8
104.5,37.9
103.4,38.1
